Voter_Id,Election_Year,State,Sex,Age_Range,Candidate_Supported,perceptions_of_electoral_integrity_index,State_Electoral_Integrity,National_Electoral_Integrity,Laws_Discriminated,Laws_Favored_Incumbent,Laws_Restricted_Citizen_Rights,Electoral_Laws_Index,Election_Managed_Well,Voting_Information_Available,Election_Officials_Fair,Election_Followed_Law,Election_Procedures_Index,Boundaries_Discriminated,Boundaries_Favored_Incumbent,Boundaries_Impartial,Voting_District_Boundaries_Index,Citizens_Not_Found_in_Register,Register_Inaccurate,Ineligible_Voters_Registered,Voter_Registration_Index,Opposition_Prevented,Women_Provided_Opportunity,Leaders_Selected_Candidates,Campaign_Rallies_Restricted,Party/Candidate_Registration_Index,Newspapers_Balanced,Television_Favored_Incumbent,Media_Access_Fair,Media_Coverage_Fair,Social_Media_Exposed_Fraud,Media_Coverage_Index,Subsidy_Access_Fair,Donation_Access_Fair,Campaign_Accounts_Transparent,Elections_Bought_by_Rich,Resources_Improperly_Used,Campaign_Finance_Index,Voters_Threatened_with_Violence,Fradulent_Votes_Cast,Voting_Process_Easy,Choice_of_Candidates,Postal_Ballots_Available,Disabled_Provided_Access,Expatriates_Able_to_Vote,Internet_Ballots_Available,Voting_Process_Index,Ballot_Boxes_Secure,Results_Announced_Without_Delay,Vote_Count_Fair,International_Monitors_Restricted,Domestic_Monitors_Restricted,Vote_Count_Index,Results_Challenged,Protests_Peaceful,Protests_Violent,Dispute_Resolved_in_Courts,Election_Results_Index,Authorities_Impartial,Information_Distributed,Authorities_Scrutinized,Authorities_Performed_Well,Electoral_Authorities_Index,Election_Rigged,Deadlines_Restrictive,Voters_Waited,Voters_Intimidated,Multiple_Ballots_Cast,Machines_Accurate,Records_Secure,Votes_Counted_Quickly,Outcome_Reflected_Popular_Will
CLI-2026-04,2016,Massachusetts,Male,70-79,Clinton,67.35,8,7,Strongly Agree,Strongly Disagree,Disagree,58.33,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,87.5,Strongly Disagree,Strongly Agree,Strongly Disagree,33.33,Strongly Agree,Disagree,Disagree,50,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,85,Disagree,Strongly Disagree,Disagree,Agree,Neither Agree Nor Disagree,55,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,65,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,68.75,Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Disagree,80,Strongly Disagree,Strongly Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Male,30-39,Clinton,72.68,10,9,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Agree,Agree,Agree,Agree,75,Neither Agree Nor Disagree,Agree,Disagree,33.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,70,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Don't Know,50,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Don't Know,Agree,Strongly Agree,Strongly Disagree,79.53,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Agree,Neither Agree Nor Disagree,Agree,56.25,Agree,Agree,Agree,Agree,75,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
CLI-2026-04,2016,Massachusetts,Male,70-79,Clinton,67.81,9,4,Don't Know,Don't Know,Strongly Disagree,,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Not Applicable,Not Applicable,Not Applicable,31.25,Don't Know,Don't Know,Don't Know,66.25,Disagree,Disagree,Disagree,Disagree,55,Agree,Disagree,Agree,Agree,Don't Know,67.5,Don't Know,Agree,Agree,Disagree,Disagree,68.5,Don't Know,Don't Know,Strongly Agree,Agree,Agree,Don't Know,Don't Know,Disagree,76.25,Agree,Agree,Agree,Don't Know,Disagree,74,Disagree,Agree,Disagree,Don't Know,62.19,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
STE-2026-01,2016,Massachusetts,Male,40-49,Stein,35.13,6,5,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,16.67,Agree,Disagree,Agree,Agree,62.5,Strongly Agree,Agree,Disagree,16.67,Agree,Agree,Agree,25,Strongly Agree,Strongly Disagree,Agree,Neither Agree Nor Disagree,15,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,10,Neither Agree Nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,43.75,Don't Know,Agree,Neither Agree Nor Disagree,Don't Know,Don't Know,74.25,Disagree,Agree,Disagree,Don't Know,62.5,Agree,Disagree,Disagree,Neither Agree Nor Disagree,43.75,Disagree,Agree,Agree,Agree,Don't Know,Don't Know,Don't Know,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Female,50-59,Clinton,72.76,9,6,Agree,Strongly Agree,Disagree,33.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Agree,91.67,Strongly Agree,Strongly Disagree,Strongly Disagree,66.67,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Strongly Agree,Disagree,Agree,Agree,Disagree,70,Agree,Agree,Disagree,Agree,Disagree,55,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,78.13,Agree,Agree,Agree,Don't Know,Disagree,73,Disagree,Strongly Agree,Disagree,Agree,56.25,Agree,Agree,Agree,Agree,75,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Female,60-69,Clinton,63.01,8,6,Strongly Agree,Strongly Agree,Disagree,25,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,87.5,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Don't Know,Don't Know,Don't Know,58.75,Disagree,Agree,Strongly Disagree,Strongly Disagree,85,Disagree,Strongly Disagree,Agree,Strongly Disagree,Don't Know,47.25,Agree,Disagree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,45,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Disagree,68.75,Agree,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,65,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,68.75,Strongly Agree,Agree,Agree,Agree,81.25,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,72.55,10,6,Disagree,Agree,Strongly Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Disagree,Disagree,41.67,Don't Know,Don't Know,Don't Know,62.08,Disagree,Strongly Agree,Agree,Disagree,70,Agree,Disagree,Agree,Agree,Disagree,65,Don't Know,Agree,Don't Know,Agree,Disagree,57.5,Don't Know,Strongly Disagree,Strongly Agree,Disagree,Agree,Don't Know,Strongly Agree,Strongly Disagree,71.09,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,93.75,Disagree,Agree,Strongly Disagree,Don't Know,70.31,Strongly Agree,Strongly Agree,Don't Know,Don't Know,90.63,Strongly Disagree,Don't Know,Don't Know,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,74.26,8,9,Neither Agree Nor Disagree,Disagree,Strongly Disagree,75,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,58.33,Agree,Strongly Disagree,Disagree,66.67,Disagree,Strongly Agree,Disagree,Strongly Disagree,85,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,70,Not Applicable,Agree,Agree,Disagree,Disagree,70.5,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,71.88,Agree,Strongly Agree,Strongly Agree,Don't Know,Neither Agree Nor Disagree,80.5,Strongly Disagree,Agree,Disagree,Not Applicable,70.94,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,73.8,10,10,Agree,Agree,Agree,25,Strongly Agree,Strongly Agree,Agree,Strongly Agree,93.75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Disagree,Disagree,58.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,65,Neither Agree Nor Disagree,Agree,Disagree,Disagree,Strongly Disagree,65,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Disagree,93.25,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Female,40-49,Clinton,61.02,9,5,Neither Agree Nor Disagree,Agree,Disagree,50,Agree,Agree,Agree,Agree,75,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Don't Know,Don't Know,Don't Know,60,Disagree,Strongly Agree,Disagree,Don't Know,86.5,Disagree,Agree,Disagree,Disagree,Disagree,25,Not Applicable,Not Applicable,Disagree,Agree,Don't Know,40.75,Don't Know,Don't Know,Agree,Agree,Agree,Agree,Agree,Disagree,69.84,Agree,Agree,Don't Know,Don't Know,Don't Know,78.5,Disagree,Strongly Agree,Disagree,Not Applicable,55.63,Agree,Agree,Agree,Agree,75,Disagree,Agree,Agree,Don't Know,Disagree,Agree,Agree,Agree,Disagree
CLI-2026-04,2016,Massachusetts,Female,60-69,Clinton,76.38,10,10,Agree,Disagree,Disagree,58.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Don't Know,Don't Know,Don't Know,35.42,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Don't Know,Strongly Disagree,81.25,Agree,Agree,Agree,Agree,Strongly Disagree,50,Agree,Agree,Disagree,Neither Agree Nor Disagree,Don't Know,56,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Not Applicable,89.25,Strongly Disagree,Strongly Agree,Strongly Disagree,Don't Know,69.69,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Massachusetts,Female,70-79,Clinton,63.44,8,8,Agree,Agree,Strongly Disagree,50,Agree,Agree,Don't Know,Don't Know,79.69,Disagree,Don't Know,Don't Know,43.75,Don't Know,Don't Know,Don't Know,69.58,Don't Know,Disagree,Strongly Disagree,Disagree,58.25,Agree,Don't Know,Not Applicable,Agree,Disagree,64.5,Not Applicable,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Don't Know,32.5,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,71.88,Don't Know,Strongly Agree,Agree,Not Applicable,Don't Know,79.25,Disagree,Don't Know,Disagree,Don't Know,58.44,Don't Know,Strongly Agree,Don't Know,Don't Know,79.69,Disagree,Disagree,Don't Know,Disagree,Disagree,Agree,Don't Know,Strongly Agree,
CLI-2026-04,2016,Massachusetts,Male,60-69,Clinton,71.43,10,7,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,58.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Agree,Disagree,Strongly Disagree,80,Agree,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,65,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Agree,Disagree,45,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,84.38,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,70,Strongly Disagree,Disagree,Disagree,Agree,81.25,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Massachusetts,Female,70-79,Clinton,75.92,9,4,Strongly Disagree,Strongly Agree,Strongly Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,65.42,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,90,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,60,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,84.22,Strongly Disagree,Strongly Agree,Don't Know,Don't Know,Don't Know,65,Strongly Disagree,Agree,Strongly Disagree,Agree,75,Strongly Agree,Strongly Agree,Disagree,Agree,75,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Don't Know,Neither Agree Nor Disagree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Male,40-49,Clinton,67.07,9,7,Agree,Strongly Agree,Disagree,33.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Agree,Agree,Strongly Disagree,16.67,Don't Know,Don't Know,Don't Know,62.92,Don't Know,Strongly Agree,Strongly Disagree,Strongly Disagree,94.5,Agree,Disagree,Agree,Disagree,Neither Agree Nor Disagree,60,Disagree,Agree,Agree,Neither Agree Nor Disagree,Disagree,60,Disagree,Disagree,Strongly Agree,Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,65.63,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Disagree,Agree,Agree,Neither Agree Nor Disagree,43.75,Strongly Agree,Agree,Agree,Strongly Agree,87.5,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree
CLI-2026-04,2016,Massachusetts,Male,40-49,Clinton,65.26,9,6,Agree,Disagree,Disagree,58.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Neither Agree Nor Disagree,33.33,Don't Know,Don't Know,Disagree,66.25,Agree,Strongly Agree,Disagree,Disagree,75,Disagree,Agree,Agree,Disagree,Disagree,35,Not Applicable,Agree,Strongly Disagree,Agree,Neither Agree Nor Disagree,40.5,Agree,Disagree,Agree,Strongly Agree,Don't Know,Agree,Agree,Disagree,66.09,Strongly Agree,Agree,Agree,Don't Know,Disagree,82.5,Disagree,Agree,Disagree,Not Applicable,63.75,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Disagree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Massachusetts,Female,80-89,Clinton,79.97,9,2,Strongly Disagree,Disagree,Strongly Disagree,91.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Agree,83.33,Disagree,Strongly Disagree,Strongly Disagree,91.67,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Neither Agree Nor Disagree,Agree,Strongly Agree,Neither Agree Nor Disagree,Agree,60,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,55,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree Nor Disagree,87.5,Agree,Agree,Agree,Don't Know,Disagree,73.75,Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,62.5,Agree,Strongly Agree,Agree,Agree,81.25,Disagree,Agree,Strongly Agree,Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,62.42,8,3,Agree,Agree,Disagree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Agree,Don't Know,Neither Agree Nor Disagree,51.67,Agree,Agree,Disagree,Don't Know,67.5,Agree,Disagree,Agree,Disagree,Disagree,55,Disagree,Disagree,Disagree,Agree,Agree,25,Don't Know,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,82.97,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Disagree,90.75,Disagree,Agree,Disagree,Not Applicable,62.19,Agree,Agree,Agree,Agree,75,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Male,60-69,Clinton,69.34,10,3,Strongly Disagree,Agree,Disagree,66.67,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Don't Know,Don't Know,Don't Know,36.67,Neither Agree Nor Disagree,Disagree,Disagree,66.67,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,80,Agree,Disagree,Neither Agree Nor Disagree,Agree,Disagree,60,Not Applicable,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,45.75,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Don't Know,Strongly Agree,Strongly Disagree,79.22,Don't Know,Strongly Agree,Agree,Don't Know,Don't Know,84.25,Strongly Disagree,Agree,Disagree,Don't Know,69.69,Agree,Agree,Neither Agree Nor Disagree,Agree,68.75,Strongly Disagree,Disagree,Strongly Disagree,Don't Know,Strongly Disagree,Don't Know,Don't Know,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Massachusetts,Female,30-39,Clinton,58.85,7,5,Don't Know,Disagree,Disagree,,Agree,Disagree,Agree,Agree,62.5,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,57.92,Don't Know,Agree,Don't Know,Don't Know,75.75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Don't Know,Neither Agree Nor Disagree,Neither Agree Nor Disagree,54.75,Don't Know,Disagree,Don't Know,Neither Agree Nor Disagree,Don't Know,50.75,Don't Know,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,51.25,Agree,Agree,Agree,Don't Know,Disagree,73.5,Disagree,Agree,Disagree,Disagree,50,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree
N/A,2016,Massachusetts,Male,20-29,,61.66,8,5,Strongly Agree,Agree,Agree,16.67,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Strongly Agree,Strongly Agree,Agree,8.33,Strongly Disagree,Agree,Agree,Disagree,70,Agree,Don't Know,Neither Agree Nor Disagree,Agree,Disagree,57.75,Don't Know,Agree,Agree,Strongly Disagree,Don't Know,72.75,Disagree,Agree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,Don't Know,Strongly Disagree,52.03,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,85,Don't Know,Strongly Agree,Strongly Disagree,Agree,63.13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,Massachusetts,Male,30-39,Clinton,59.41,8,5,Disagree,Agree,Neither Agree Nor Disagree,50,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Strongly Disagree,68.33,Don't Know,Neither Agree Nor Disagree,Don't Know,Disagree,65.5,Disagree,Neither Agree Nor Disagree,Agree,Agree,Strongly Disagree,45,Agree,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,55,Agree,Disagree,Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,Strongly Disagree,66.56,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Disagree,Disagree,65,Don't Know,Strongly Agree,Disagree,Don't Know,60.94,Don't Know,Agree,Agree,Don't Know,81.88,Don't Know,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Male,60-69,Clinton,77.04,10,7,Disagree,Strongly Agree,Strongly Disagree,58.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Strongly Agree,Disagree,16.67,Neither Agree Nor Disagree,Disagree,Don't Know,67.08,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,80,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,20,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,96.09,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,96,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Don't Know,Agree,Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,Massachusetts,Female,30-39,Clinton,80.66,9,5,Agree,Strongly Disagree,Strongly Disagree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Agree,Disagree,50,Disagree,Disagree,Strongly Disagree,83.33,Strongly Disagree,Agree,Agree,Strongly Disagree,75,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Disagree,77.25,Strongly Agree,Agree,Agree,Neither Agree Nor Disagree,Don't Know,74,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Don't Know,Strongly Agree,Strongly Disagree,74.53,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,66.38,9,7,Disagree,Strongly Disagree,Disagree,83.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Agree,Strongly Agree,Disagree,16.67,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Agree,Strongly Agree,,Agree,Disagree,50.75,,Disagree,Disagree,Strongly Disagree,Agree,44.75,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,53.13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,75,Strongly Disagree,Agree,Disagree,Agree,68.75,Strongly Agree,Disagree,Disagree,Strongly Agree,62.5,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree
N/A,2016,Massachusetts,Female,30-39,,64.34,9,8,Agree,Agree,Strongly Disagree,50,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Agree,75,Disagree,Disagree,Disagree,75,Disagree,Agree,Disagree,Disagree,75,Disagree,Agree,Agree,Strongly Disagree,Not Applicable,35.25,Agree,Agree,Agree,Disagree,Agree,65,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,68.75,Agree,Agree,Agree,Agree,Agree,55,Disagree,Agree,Disagree,Not Applicable,62.81,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Disagree,Disagree,Don't Know,Agree,Agree,Strongly Agree,Agree
CLI-2026-04,2016,Massachusetts,Male,30-39,Clinton,65.1,10,10,Agree,Disagree,Strongly Disagree,66.67,Agree,Agree,Agree,Agree,75,Disagree,Strongly Agree,Disagree,33.33,Don't Know,Don't Know,Don't Know,60.42,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,90,Disagree,Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,35,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Disagree,Agree,Disagree,Disagree,Don't Know,Strongly Agree,Strongly Disagree,56.25,Agree,Agree,Agree,Don't Know,Don't Know,79.75,Disagree,Agree,Disagree,Not Applicable,65,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Disagree,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Don't Know,Neither Agree Nor Disagree
CLI-2026-04,2016,Massachusetts,Male,50-59,Clinton,82.14,10,5,Neither Agree Nor Disagree,Agree,Disagree,50,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Disagree,Neither Agree Nor Disagree,Disagree,50,Disagree,Strongly Disagree,Strongly Disagree,91.67,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,85,Agree,Agree,Disagree,Neither Agree Nor Disagree,Disagree,60,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,78.13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,Massachusetts,Female,60-69,Clinton,52.27,8,8,Agree,Agree,Strongly Agree,16.67,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,60.42,Don't Know,Neither Agree Nor Disagree,Agree,Disagree,53.5,Neither Agree Nor Disagree,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,40,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Don't Know,27.75,Agree,Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,59.38,Agree,Agree,Agree,Don't Know,Don't Know,76,Disagree,Agree,Disagree,Don't Know,60.94,Agree,Strongly Agree,Agree,Agree,81.25,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree
